"year" "qtr" "t" "pop" "cpi" "total_exp" "meat_exp" "beef_q" "pork_q" "chick_q" "turkey_q" "beef_p" "pork_p" "chick_p" "turkey_p" "beef_w" "pork_w" "chick_w" "turkey_w"
"26" 1981 2 26 229.668 89.83 2097.266489 7532.424582 18.9816 13.4164 12.6866 1.9006 230.7 153.1 71.9 98.47 0.58136063259956 0.272694511261155 0.121098662199656 0.0248461939396289
"27" 1981 3 27 230.3 92.37 2139.062395 8085.97541447 19.6459 13.0621 12.8079 2.4992 239.0333 166.6 74.9 101.83 0.580761635765845 0.269125955553333 0.118638959535209 0.0314734491456132
"28" 1981 4 28 230.906 93.7 2150.663367 8172.67107444 19.2868 14.0918 11.9454 4.5618 235.4333 167.9 70.47 92.97 0.555602315213834 0.289503052117159 0.103000883105733 0.0518937495632737
"29" 1982 1 29 231.392 94.47 2185.689621 7566.036161 18.8193 12.7405 11.9425 1.7318 233.3 169.4 71.77 92.47 0.580296286796983 0.285253817728879 0.113284315163346 0.0211655803107917
"30" 1982 2 30 231.901 95.9 2208.705889 7875.42496656 18.7968 12.2607 12.834 2.0328 242.9667 179.2 72.13 91.3 0.579904765260543 0.278983984906113 0.117544948232089 0.0235663016012542
"31" 1982 3 31 232.496 97.7 2251.333897 8330.88835806 19.9882 11.5797 12.9951 2.5874 244.0333 195.7 72.33 95.47 0.58550615461565 0.272017483922653 0.112825372589542 0.0296509888721547
"32" 1982 4 32 233.077 97.93 2307.933232 8224.70149586 19.4242 12.5368 11.8858 4.2141 233.1333 198 69.2 92.9 0.550588717188026 0.301808691932405 0.100003308377090 0.0475992825024788
"33" 1983 1 33 233.543 97.87 2342.609284 7890.62253084 19.2252 12.114 12.4026 2.0296 233.8667 193.6 69.53 92.07 0.569807269739129 0.297222480334556 0.109288307054297 0.0236819428720166
"34" 1983 2 34 234.02 99.1 2414.323562 8068.57569013 19.3361 12.7472 13.129 2.1634 240.9333 181 68.73 92.57 0.577389437869293 0.285954211574463 0.111835868516896 0.0248204820393490
"35" 1983 3 35 234.601 100.27 2471.643343 8217.69191884 20.4952 12.8496 12.5883 2.4668 234.3667 175 74.43 92.7 0.584518431364855 0.273638878435518 0.114015854847508 0.0278268353521191
"36" 1983 4 36 235.157 101.17 2527.997312 8130.33881265 19.5995 14.0587 11.6903 4.3635 227.1667 169.1 77.17 91.33 0.547622164247642 0.292401857386449 0.110959760938420 0.0490162174274884
"37" 1984 1 37 235.601 102.3 2575.434739 8026.34961997 19.3191 12.8106 12.3375 1.9057 238.4667 170.9 85.13 94.33 0.573979734511891 0.272768025772616 0.130855423041480 0.0223968166740128
"38" 1984 2 38 236.077 103.4 2627.749903 8048.24184 19.3744 12.6312 13.3105 2.155 238 168.7 82.4 97.2 0.57293347934485 0.264763843130241 0.136276372132476 0.0260263053924334
"39" 1984 3 39 236.655 104.53 2659.045148 8108.812007 19.9738 12.3802 13.1955 2.5966 232.2 173.5 80.23 101.77 0.571960030149457 0.26489264989073 0.130558578011932 0.0325887419478808
"40" 1984 4 40 237.238 105.3 2706.148901 8385.77038501 19.7597 13.6804 12.6693 4.3788 233.2333 172.7 76.27 102.37 0.549576225727352 0.281739777209173 0.115229426353873 0.0534545707096016
"41" 1985 1 41 237.667 105.97 2769.52627 7902.283201 19.0586 12.7537 12.7081 1.9896 234.9 175 77.13 107.23 0.566528056022274 0.282437042969754 0.124037031838591 0.0269978691693816
"42" 1985 2 42 238.172 107.27 2815.297348 8050.05777981 20.0757 12.855 13.7851 2.1634 230.4333 167.8 75.67 103.43 0.574667900199741 0.267956958695384 0.129579009931606 0.0277961311732698
"43" 1985 3 43 238.789 108.03 2878.907485 8133.75385375 20.8175 12.8035 13.5748 2.7299 222.7333 170.4 75.73 105.23 0.570062797094882 0.268229951290466 0.126389318202203 0.0353179334124499
"44" 1985 4 44 239.392 109 2909.036225 8173.13846404 19.2488 13.4707 13.0119 4.7012 226.4333 172.4 76.77 104.93 0.533279758347022 0.284144051910759 0.122220315659039 0.0603558740831808
"45" 1986 1 45 239.858 109.23 2944.554695 7818.75771404 19.0212 12.4462 13.0699 2.3152 229.2667 177.4 76.8 106.3 0.557752000194246 0.282392160078731 0.128379514586768 0.031476325140255
"46" 1986 2 46 240.365 109 2971.522476 7963.85945 20.1607 12.3281 14.1113 2.3758 222.9 173.2 77.2 103.3 0.56427666236626 0.268114591098164 0.136792012320107 0.0308167342154689
"47" 1986 3 47 240.961 109.8 3038.458506 8587.81483964 20.7108 11.5663 13.813 3.0149 225.6333 200.3 91.9 109 0.544148451835495 0.269769427177952 0.147815797581078 0.0382663234054748
"48" 1986 4 48 241.544 110.4 3073.980463 8650.8463 18.9416 12.6462 13.2814 5.1658 229.3 204.1 88.1 107.7 0.502067512169301 0.298362649212713 0.135257441806589 0.0643123968113964
"49" 1987 1 49 242.005 111.63 3110.892566 8017.913456 18.2746 12.2342 14.0183 2.5318 230.6 195.7 81.9 103.27 0.525588456788152 0.298610474300934 0.143191713941593 0.0326093549693211
"50" 1987 2 50 242.516 113.1 3176.601083 8130.158695 18.5266 11.7023 14.5088 2.8807 239.1 194 78.17 102.77 0.544849150696683 0.279237624401623 0.139499478244809 0.0364137466568849
"51" 1987 3 51 243.118 114.4 3234.547081 8567.8870695 19.175 11.7285 14.5456 3.4995 242.1667 206.9 77.77 104.73 0.541971017455414 0.283223463418223 0.132029204262845 0.0427763148635184
"52" 1987 4 52 243.724 115.37 3264.861072 8668.07693069 17.8807 13.513 14.2982 5.8184 241.6667 200.7 76.1 93.97 0.498515391273301 0.312878983618355 0.125528768226263 0.0630768568820809
"53" 1988 1 53 244.205 116.07 3337.155259 8243.25865774 18.1678 12.8332 14.3959 3.035 241.7333 194.6 74.6 92.33 0.532770161666146 0.302955520830967 0.130280291398066 0.0339940261048204
"54" 1988 2 54 244.708 117.53 3391.286758 8575.434148 18.4639 12.5507 14.7447 3.4076 250.1 195.5 80.8 91.73 0.538494181204457 0.286126837155207 0.138928448337261 0.0364505333030749
"55" 1988 3 55 245.352 119.1 3451.164042 9058.29473826 18.7622 12.9249 14.2711 3.7854 254.5333 196.7 95.77 98.7 0.527207914872655 0.280662961789247 0.150883062043368 0.0412460612947298
"56" 1988 4 56 245.97 120.33 3516.790666 8896.32226 17.2552 14.1567 14.0575 5.4503 255 189.4 90.3 100.1 0.494594942876991 0.301391845038671 0.142687305259556 0.0613259068247827
"57" 1989 1 57 246.454 121.67 3562.328061 8471.856694 16.9765 12.8213 14.3563 3.1189 260.7 190.5 90.57 97.27 0.522408925204608 0.288302521893438 0.153478763624610 0.0358097892773444
"58" 1989 2 58 247.01 123.67 3616.149144 8902.13943864 17.5192 13.0187 15.0116 3.2763 266.9667 188.9 95.83 99.9 0.525384155446853 0.276251843385606 0.161597292192019 0.0367667089755227
"59" 1989 3 59 247.695 124.67 3660.658594 9047.50891375 17.5975 12.6332 15.0852 4.1933 268.0333 194.6 95.33 103.57 0.521327587705578 0.271723492448159 0.158946747630664 0.0480021722155996
"60" 1989 4 60 248.38 125.87 3699.069973 9200.36779128 17.2416 13.5038 14.8018 6.0078 266.9333 199.8 89.07 96.8 0.500236217691434 0.293255585125324 0.143298219800469 0.0632099773827728
"61" 1990 1 61 248.92 128.03 3771.098689 8816.98506628 16.5516 12.5572 14.9451 3.5354 272.6333 207.6 90.2 98.87 0.5117982274392 0.295665094179396 0.152892174577399 0.0396445038040058
"62" 1990 2 62 249.562 129.33 3812.887805 9269.65362 17.3763 11.8816 15.4012 3.6762 281.2 220.5 90.9 98.9 0.527119540848604 0.282631143233592 0.151027118961539 0.0392221969562656
"63" 1990 3 63 250.301 131.57 3866.944199 9585.61214569 17.4207 12.1079 15.5829 4.2115 280.3667 235.5 91.2 101.83 0.50953283905672 0.297467747146653 0.148259752053394 0.0447396617432334
"64" 1990 4 64 251.04 133.7 3877.278277 9842.51695705 16.4315 13.216 15.5973 6.1275 289.8667 236 87.37 97.57 0.483915313718449 0.316888049429871 0.138454026236033 0.0607426106156479
"65" 1991 1 65 251.649 134.8 3879.014024 9214.87896814 15.9842 12.2575 15.1466 3.6626 294.2667 227.6 89.6 99.47 0.510437283267912 0.302750259623119 0.147276525789675 0.0395359313192951
"66" 1991 2 66 252.299 135.6 3922.536202 9598.446742 17.0449 12.0445 16.4942 3.9074 295.2 225.6 88.2 101.03 0.524215491865257 0.283091553564615 0.151564985367296 0.0411279692028321
"67" 1991 3 67 253.041 136.67 3950.158176 9644.46117803 17.5591 12.2515 16.5271 4.0353 284.6333 227 87.7 103.1 0.518215013340007 0.288361417881519 0.150285914707374 0.0431376540710988
"68" 1991 4 68 253.756 137.7 3964.0442 9485.579524 16.2093 13.8041 15.8341 6.2823 279.2 216.4 86.63 95.67 0.477107017926467 0.314920899924132 0.144609834278376 0.0633622478710242
"69" 1992 1 69 254.337 138.67 4052.800129 9181.27731484 16.3952 13.1929 16.8084 3.4475 282.2667 210.4 86.2 95.37 0.504049582769916 0.302331153369413 0.157808552156258 0.0358107117044127
"70" 1992 2 70 255.04 139.8 4089.06446 9336.53033354 16.9538 12.697 17.1634 3.7342 286.8333 207.3 85.87 98.47 0.520848133923022 0.281912874051792 0.157855338691027 0.0393836533341591
"71" 1992 3 71 255.832 140.9 4129.378126 9612.6033219 17.227 13.2128 17.3147 4.2 282.6667 211.8 88.03 100.1 0.506574450004196 0.291125197439944 0.158564021624345 0.0437363309315151
"72" 1992 4 72 256.561 141.9 4207.876895 9528.68276131 15.9093 13.9768 16.4821 6.4864 286.6667 208.5 87.63 93.97 0.478625078046255 0.305830603557565 0.15157671413561 0.0639676042605707
"73" 1993 1 73 257.157 143.1 4229.517377 9191.86602595 15.8915 13.018 17.3378 3.5527 292.1333 205.9 87.5 99.07 0.505059182090308 0.291606317197489 0.165043473840581 0.0382910268716219
"74" 1993 2 74 257.785 144.2 4287.786892 9431.551915 16.2058 12.6251 17.9871 3.7316 300.4 205.5 88.43 101.37 0.516163444136648 0.275082836142137 0.168646609522480 0.0401071101987355
"75" 1993 3 75 258.511 144.77 4340.434256 9711.033552 17.043 12.8477 17.9543 3.9801 292 211.8 89.43 102.43 0.512464092864253 0.280211456940088 0.165343167686751 0.0419812825089084
"76" 1993 4 76 259.177 145.77 4397.292964 9737.60964829 15.9513 13.8657 16.9636 6.4533 289.2333 213.2 90.7 97.5 0.473796681621982 0.303582434167417 0.158005770982018 0.0646151132285829
"77" 1994 1 77 259.65 146.7 4442.326208 9227.91584498 16.2494 12.5018 17.516 3.5479 286.6667 212.5 89.27 98.5 0.50479024226408 0.287890846061975 0.169448155603915 0.0378707560700297
"78" 1994 2 78 260.261 147.63 4493.085787 9556.35373556 16.8868 12.9018 18.0614 3.7688 286.1667 210.4 90.63 98.83 0.505678207743408 0.284055906166279 0.171289670442916 0.0389762156473976
"79" 1994 3 79 260.948 148.93 4553.589221 9773.927825 17.3775 13.1741 18.6015 4.414 279.5 210.5 90.87 102.73 0.496935452866412 0.283729131179665 0.172941557914563 0.0463938580393599
"80" 1994 4 80 261.59 149.63 4607.69641 9730.63806041 16.4723 14.4918 17.3363 6.1044 279.1667 204.8 89.6 100.07 0.472581304932047 0.305007813626864 0.159633157698042 0.0627777237430472
"81" 1995 1 81 262.123 150.87 4643.430756 9257.62170599 16.3097 13.1044 17.9111 3.5628 283.8667 202.7 90.23 99.77 0.500104763839548 0.286927027735569 0.174571677729531 0.0383965306953518
"82" 1995 2 82 262.707 152.2 4704.584774 9514.291129 17.0895 12.9167 18.5493 3.9053 283.1 201.2 90.33 102.9 0.508502145288937 0.273151200101352 0.176109627746498 0.0422370268632128
"83" 1995 3 83 263.396 152.87 4750.641619 9701.035264 17.647 12.6978 17.343 4.1648 285.1 206.9 92.2 106.53 0.51862090623156 0.270813861459642 0.164830304857657 0.0457349274511409
"84" 1995 4 84 264.055 153.6 4789.162843 9811.28688492 16.3476 13.7183 17.0398 6.173 285.2667 213.5 93.9 100.27 0.47531235806464 0.29851915292597 0.163081279629002 0.0630872093803877
"85" 1996 1 85 264.535 155 4848.611429 9615.010565 17.0783 12.6109 18.2436 3.7235 278.7 218.3 93.8 105.03 0.495030367135119 0.286318923041142 0.177976890241722 0.0406738195820173
"86" 1996 2 86 265.13 156.53 4920.237092 9719.030134 17.6763 11.5758 18.6502 3.9 277.4 227.4 95.47 103.27 0.504515939594266 0.270843580450617 0.183200851263046 0.0414396286920701
"87" 1996 3 87 265.836 157.37 4950.138431 10067.660857 17.1606 12.0383 18.5709 4.6382 279.8 243.8 98.93 106.5 0.47692666133678 0.291521295928374 0.1824871897351 0.0490648529997458
"88" 1996 4 88 266.515 158.5 5007.138448 10195.28414412 16.2764 12.8608 17.486 6.206 285.0333 245.4 100.87 102.5 0.45504528746221 0.309558838712721 0.173002811404453 0.0623930624206164
"89" 1997 1 89 267.032 159.57 5084.418879 9561.75703 16.2921 11.7752 17.559 3.4603 278.8 244.4 101.1 105.9 0.475042135639793 0.30097594730453 0.185657813143574 0.0383241039121028
"90" 1997 2 90 267.668 160.2 5105.49469 9930.74762798 17.2994 11.5617 18.7398 3.9826 278.9667 243.1 100.07 105.17 0.485961048530003 0.283024941856438 0.188836919056964 0.0421770905565947
"91" 1997 3 91 268.402 160.83 5187.275058 10064.39454171 17.0513 12.0187 18.4364 4.1989 281.0667 248.1 99.5 108.5 0.476188865792986 0.296276090692026 0.182268470537158 0.045266572977831
"92" 1997 4 92 269.085 161.47 5231.896984 10161.382204 16.2354 13.3464 17.635 5.9572 279.3 244.4 100.1 100.67 0.446252992847271 0.321005557562433 0.173722773591285 0.0590186759990118
"93" 1998 1 93 269.583 161.9 5299.583615 9865.07100328 16.6884 12.7173 17.464 3.9209 273.4667 245.6 102.03 101.03 0.462614174268247 0.316608859577546 0.180622310717030 0.0401546554371776
"94" 1998 2 94 270.216 162.77 5381.075475 9977.575332 17.1985 12.3142 18.1367 3.9191 278.1 239.8 102.57 97.33 0.479365245648441 0.295958192420691 0.186446231383863 0.0382303305470047
"95" 1998 3 95 270.949 163.4 5434.243039 10442.71748795 17.5085 13.0799 18.5167 4.1742 277.3667 244.9 105.53 102.8 0.465039380080302 0.306746545015346 0.18712249500715 0.0410915798972014
"96" 1998 4 96 271.633 163.97 5497.95128 10708.22345875 16.6475 14.384 18.7589 6.0081 279.5333 240.4 107.33 97.1 0.434575411101219 0.322921314942717 0.188023040867232 0.0544802330888321
"97" 1999 1 97 272.136 164.6 5595.374363 10286.008541 16.6785 13.5476 19.5127 3.84 278 235.8 106.43 98.47 0.450769895972615 0.310569845170421 0.201899177190271 0.0367610816666927
"98" 1999 2 98 272.774 166.2 5683.103381 10621.08386445 17.7635 13.055 19.9553 3.831 284.7667 238.4 104.13 97.2 0.476265260684103 0.293031487155211 0.195643440492465 0.0350598116682212
"99" 1999 3 99 273.52 167.23 5761.655019 10843.55239037 17.6689 13.218 19.2361 4.3288 289.2333 246.4 105.6 102.77 0.471287828046877 0.300355002009528 0.18733087524011 0.0410262947034851
